"version","generator","osm3s__timestamp_osm_base","osm3s__copyright","elements__type","elements__id","elements__nodes__001","elements__nodes__002","elements__nodes__003","elements__nodes__004","elements__nodes__005","elements__nodes__006","elements__nodes__007","elements__nodes__008","elements__nodes__009","elements__nodes__010","elements__nodes__011","elements__nodes__012","elements__nodes__013","elements__lat","elements__lon","elements__tags__addr:housename","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:province","elements__tags__addr:street","elements__tags__air_conditioning","elements__tags__addr:unit","elements__tags__alt_name","elements__tags__amenity","elements__tags__attribution","elements__tags__contact:phone","elements__tags__building","elements__tags__canvec:CODE","elements__tags__canvec:UUID","elements__tags__building:levels","elements__tags__brewery","elements__tags__capacity","elements__tags__brand","elements__tags__brand:wikidata","elements__tags__brand:wikipedia","elements__tags__brand:website","elements__tags__contact:facebook","elements__tags__bar","elements__tags__check_date","elements__tags__check_date:opening_hours","elements__tags__diet:vegan","elements__tags__diet:vegetarian","elements__tags__cuisine","elements__tags__disused","elements__tags__diet:halal","elements__tags__fixme","elements__tags__disused:amenity","elements__tags__drive_through","elements__tags__indoor_seating","elements__tags__disused:shop","elements__tags__highchair","elements__tags__llbo","elements__tags__level","elements__tags__email","elements__tags__delivery","elements__tags__internet_access","elements__tags__diet:gluten_free","elements__tags__name","elements__tags__name:zh","elements__tags__name:en","elements__tags__official_name","elements__tags__opening_hours","elements__tags__roof:levels","elements__tags__payment:american_express","elements__tags__payment:cash","elements__tags__payment:discover_card","elements__tags__payment:interac","elements__tags__payment:credit_cards","elements__tags__payment:debit_cards","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__outdoor_seating","elements__tags__phone","elements__tags__reservation","elements__tags__shop","elements__tags__source","elements__tags__twitter","elements__tags__smoking","elements__tags__toilets","elements__tags__toilets:wheelchair","elements__tags__takeaway","elements__tags__url","elements__tags__website","elements__tags__website:menu","elements__tags__website:en","elements__tags__website:fr","elements__tags__wheelchair"
"","","","","node","545312367","","","","","","","","","","","","","","43.452494","-80.5170006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","545312370","","","","","","","","","","","","","","43.452612","-80.5167394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","545312373","","","","","","","","","","","","","","43.4528216","-80.517185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","545312375","","","","","","","","","","","","","","43.4529085","-80.5169354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","8881878719","","","","","","","","","","","","","","43.4526192","-80.5170513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","8881878720","","","","","","","","","","","","","","43.4526101","-80.5170773","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","8881878721","","","","","","","","","","","","","","43.4525681","-80.5168653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","8881878722","","","","","","","","","","","","","","43.4525462","-80.5168508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","8893329611","","","","","","","","","","","","","","43.4382339","-80.4788316","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","9206808361","","","","","","","","","","","","","","43.4381238","-80.4788442","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","9206808362","","","","","","","","","","","","","","43.4381216","-80.4788662","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","9206808363","","","","","","","","","","","","","","43.438196","-80.4787656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","9206808364","","","","","","","","","","","","","","43.4381526","-80.4789201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2059460396","","","","","","","","","","","","","","43.4440167","-80.4897213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2059460397","","","","","","","","","","","","","","43.4440605","-80.4897967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2059460398","","","","","","","","","","","","","","43.4441148","-80.4896133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2059460399","","","","","","","","","","","","","","43.4441586","-80.4896886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2255968740","","","","","","","","","","","","","","43.4441377","-80.4896527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","9046395216","","","","","","","","","","","","","","43.4440753","-80.4897804","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","442755842","","","","","","","","","","","","","","43.4455157","-80.4811012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","845316769","","","","","","","","","","","","","","43.4467075","-80.4817328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1766503343","","","","","","","","","","","","","","43.4467828","-80.4816654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1766503353","","","","","","","","","","","","","","43.446616","-80.4816388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1766503370","","","","","","","","","","","","","","43.4466549","-80.4817221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2030808943","","","","","","","","","","","","","","43.4453618","-80.4810817","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2030808944","","","","","","","","","","","","","","43.4452663","-80.4812059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2030808949","","","","","","","","","","","","","","43.4453101","-80.4812943","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
